N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
92203,93247,TERCERA XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126467,19.04736,URBANO
92204,93247,TERCERA XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126467,19.04736,URBANO
92205,93248,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126443,19.046916,URBANO
92206,93248,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126443,19.046916,URBANO
92207,93249,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126276,19.046994,URBANO
92208,93249,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126276,19.046994,URBANO
92209,93250,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126171,19.047257,URBANO
92210,93250,XOCHIPILLI,ARBOLEDAS DE AMALUCAN 1A SECCIÓN,-98.126171,19.047257,URBANO
92211,93251,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.129284,19.075978,URBANO
92212,93252,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.129581,19.076166,URBANO
92213,93253,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.129915,19.076374,URBANO
92214,93254,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.130197,19.076553,URBANO
92215,93255,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.130502,19.076741,URBANO
92216,93255,AVENIDA CAMINO A LA PILA,ANTORCHISTAS-15 DE SEPTIEMBRE,-98.130502,19.076741,URBANO
92217,93256,ANTONIO ZAMORA,BARRIO SAN JOSÉ (SANTO TOMAS CHAUTLA),-98.149657,18.970776,RURAL
92218,93257,CANDELABRO,SANTA CRUZ GUADALUPE,-98.255824,19.068072,URBANO
92219,93257,CANDELABRO,SANTA CRUZ GUADALUPE,-98.255824,19.068072,URBANO
92220,93258,JESUS NIETO,EX-RANCHO COLORADO,-98.213013,19.075146,URBANO
92221,93259,JESUS NIETO,EX-RANCHO COLORADO,-98.213187,19.074524,URBANO
92222,93260,JESUS NIETO,VALLE DEL ÁNGEL,-98.213803,19.07269,URBANO
92223,93261,JESUS NIETO,VALLE DEL ÁNGEL,-98.213845,19.072472,URBANO
92224,93262,JESUS NIETO,VALLE DEL ÁNGEL,-98.214085,19.071654,URBANO
92225,93263,JUAN CANO,UNIDAD AQUILES SERDÁN,-98.214036,19.070401,URBANO
92226,93264,JESUS NIETO,UNIDAD AQUILES SERDÁN,-98.214214,19.070528,URBANO
92227,93265,34 PONIENTE,EX-RANCHO COLORADO,-98.212161,19.071947,URBANO
92228,93266,ANDADOR TRES,UNIDAD AQUILES SERDÁN,-98.212541,19.070964,URBANO
92229,93267,PLAZA DEL ALTO,PLAZAS DE AMALUCAN,-98.1468,19.046207,URBANO
92230,93267,PLAZA DEL ALTO,PLAZAS DE AMALUCAN,-98.1468,19.046207,URBANO
92231,93268,JOSE MARIA MORELOS,LAS PALMAS,-98.20982,19.023447,URBANO
92232,93268,JOSE MARIA MORELOS,LAS PALMAS,-98.20982,19.023447,URBANO
92233,93269,JOSE MARIA MORELOS,LAS PALMAS,-98.209738,19.023587,URBANO
92234,93269,JOSE MARIA MORELOS,LAS PALMAS,-98.209738,19.023587,URBANO
92235,93270,JOSE MARIA MORELOS,LAS PALMAS,-98.209987,19.023726,URBANO
92236,93270,JOSE MARIA MORELOS,LAS PALMAS,-98.209987,19.023726,URBANO
92237,93271,JACARANDAS,SAN RAMÓN 4A SECCIÓN,-98.267925,18.967632,URBANO
92238,93272,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.206426,18.952812,RURAL
92239,93273,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.206994,18.953079,RURAL
92240,93274,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.207472,18.953326,RURAL
92241,93275,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.208194,18.953729,RURAL
92242,93276,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.208893,18.954099,RURAL
92243,93277,EMPERADOR CUAUHTEMOC,SAN MIGUEL LA VENTA,-98.209371,18.954345,RURAL
92244,93278,CAMINO REAL A ATOTONILCO,SAN MIGUEL LA VENTA,-98.205514,18.952517,RURAL
92245,93279,PARQUE FUNDADORES,FRACCIONAMIENTO FUNDADORES,-98.203264,18.983379,URBANO
92246,93280,PARQUE FUNDADORES,FRACCIONAMIENTO FUNDADORES,-98.203286,18.983293,URBANO
92247,93281,CAMINO REAL A SAN JERONIMO,SAN JERÓNIMO CALERAS (CABECERA MUNICIPAL),-98.215069,19.093199,URBANO
92248,93282,AVENIDA IGNACIO ZARAGOZA,BARRIO DE XONACA,-98.17704,19.04884,URBANO
92249,93283,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.136739,19.034161,URBANO
92250,93284,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.136822,19.03392,URBANO
92251,93285,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.136926,19.033651,URBANO
92252,93286,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.137037,19.03337,URBANO
92253,93287,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.137186,19.032998,URBANO
92254,93288,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.137284,19.032705,URBANO
92255,93289,MIGUEL CERON,AMPLIACIÓN HISTORIADORES,-98.137421,19.032345,URBANO
92256,93290,HERNAN CORTES,HISTORIADORES,-98.137647,19.032043,URBANO
92257,93291,MIGUEL NEGRETE,HISTORIADORES,-98.137739,19.031873,URBANO
92258,93292,MIGUEL NEGRETE,HISTORIADORES,-98.137843,19.031615,URBANO
92259,93293,MIGUEL NEGRETE,HISTORIADORES,-98.137967,19.031314,URBANO
92260,93294,MIGUEL NEGRETE,HISTORIADORES,-98.138071,19.031027,URBANO
92261,93295,MIGUEL NEGRETE,HISTORIADORES,-98.138175,19.030765,URBANO
92262,93296,MIGUEL NEGRETE,HISTORIADORES,-98.138294,19.030482,URBANO
92263,93297,MIGUEL NEGRETE,HISTORIADORES,-98.138382,19.030264,URBANO
92264,93298,MIGUEL NEGRETE,HISTORIADORES,-98.138442,19.0301,URBANO
92265,93299,SABINOS,LOMAS FLOR DEL BOSQUE,-98.130817,19.035571,URBANO
92266,93300,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131095,19.035332,URBANO
92267,93301,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131304,19.035134,URBANO
92268,93302,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131477,19.034879,URBANO
92269,93303,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131613,19.034689,URBANO
92270,93304,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131718,19.03449,URBANO
92271,93305,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131839,19.034271,URBANO
92272,93306,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131914,19.034037,URBANO
92273,93307,SABINOS,LOMAS FLOR DEL BOSQUE,-98.131991,19.03369,URBANO
92274,93308,PRIVADA HERNAN CORTES,SAN JUAN FLOR DEL BOSQUE,-98.132156,19.033386,URBANO
92275,93309,PRIVADA HERNAN CORTES,SAN JUAN FLOR DEL BOSQUE,-98.132388,19.033387,URBANO
92276,93310,PRIVADA HERNAN CORTES,SAN JUAN FLOR DEL BOSQUE,-98.132648,19.033516,URBANO
92277,93311,PRIVADA HERNAN CORTES,SAN JUAN FLOR DEL BOSQUE,-98.132983,19.033567,URBANO
92278,93312,PRIVADA HERNAN CORTES,SAN JUAN FLOR DEL BOSQUE,-98.133282,19.033568,URBANO
92279,93313,PRIVADA HERNAN CORTES,AMPLIACIÓN HISTORIADORES,-98.133558,19.033563,URBANO
92280,93314,PRIVADA HERNAN CORTES,AMPLIACIÓN HISTORIADORES,-98.133797,19.033542,URBANO
92281,93315,PRIVADA HERNAN CORTES,AMPLIACIÓN HISTORIADORES,-98.134036,19.033437,URBANO
92282,93316,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.134305,19.033389,URBANO
92283,93317,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.134513,19.033454,URBANO
92284,93318,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.134833,19.033625,URBANO
92285,93319,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.135251,19.033634,URBANO
92286,93320,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.135504,19.033636,URBANO
92287,93321,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.135817,19.033701,URBANO
92288,93322,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.136048,19.033759,URBANO
92289,93323,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.136264,19.033916,URBANO
92290,93324,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.136457,19.034044,URBANO
92291,93325,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.136658,19.034166,URBANO
92292,93326,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.136904,19.034181,URBANO
92293,93327,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.137165,19.034069,URBANO
92294,93328,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.137442,19.033907,URBANO
92295,93329,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.137734,19.033795,URBANO
92296,93330,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.13798,19.03381,URBANO
92297,93331,CAMINO REAL,AMPLIACIÓN HISTORIADORES,-98.138226,19.033861,URBANO
92298,93333,PUERTO VALLARTA,HUMBOLDT SUR,-98.175542,19.039974,URBANO
92299,93335,PARQUE SAN BALTAZAR,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.207686,19.024575,URBANO
92300,93336,PARQUE SAN BALTAZAR,SAN BALTAZAR CAMPECHE (CABECERA MUNICIPAL),-98.207879,19.02452,URBANO
92301,93338,SAN BERNARDO,SAN BERNARDO,-98.209814,19.075338,URBANO
92302,93339,37 NORTE,VILLA SAN ALEJANDRO,-98.219416,19.065208,URBANO
92303,93340,18 PONIENTE,VILLA SAN ALEJANDRO,-98.216624,19.062524,URBANO
92304,93341,18 PONIENTE,VILLA SAN ALEJANDRO,-98.21689,19.062797,URBANO
92305,93342,18 PONIENTE,VILLA SAN ALEJANDRO,-98.217113,19.063067,URBANO
92306,93343,18 PONIENTE,VILLA SAN ALEJANDRO,-98.217382,19.063388,URBANO
92307,93344,29 SUR,LA PAZ,-98.220725,19.052601,URBANO
92308,93344,29 SUR,LA PAZ,-98.220725,19.052601,URBANO
92309,93345,CIRCUITO JUAN PABLO II,PRADOS AGUA AZUL,-98.220075,19.027239,URBANO
92310,93346,ANAXIMENES,VALLE DEL SOL,-98.187228,19.016236,URBANO
92311,93347,PINAR,SAN JOSÉ LOS CERRITOS,-98.187605,19.102923,URBANO
92312,93348,PINAR,SAN JOSÉ LOS CERRITOS,-98.187455,19.102816,URBANO
92313,93349,DEL CONDE,SAN JOSÉ LOS CERRITOS,-98.187367,19.102825,URBANO
92314,93350,DEL CONDE,SAN JOSÉ LOS CERRITOS,-98.187279,19.102908,URBANO
92315,93351,PINAR,SAN JOSÉ LOS CERRITOS,-98.1874,19.102629,URBANO
92316,93352,PINAR,SAN JOSÉ LOS CERRITOS,-98.187278,19.102432,URBANO
92317,93353,PINAR,SAN JOSÉ LOS CERRITOS,-98.187174,19.102255,URBANO
92318,93354,CERRO DEL AJUSCO,SAN JOSÉ LOS CERRITOS,-98.186964,19.102147,URBANO
92319,93355,DEL CUBILETE,SAN JOSÉ LOS CERRITOS,-98.186725,19.102156,URBANO
92320,93356,DEL CUBILETE,SAN JOSÉ LOS CERRITOS,-98.18653,19.101968,URBANO
92321,93357,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.186495,19.101811,URBANO
92322,93358,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.186693,19.101629,URBANO
92323,93359,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.186932,19.10139,URBANO
92324,93359,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.186932,19.10139,URBANO
92325,93360,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.187147,19.101178,URBANO
92326,93360,SEXTA SECCION,SAN JOSÉ LOS CERRITOS,-98.187147,19.101178,URBANO
92327,93361,MIGUEL HIDALGO,SAN JOSE EL RINCON,-98.199622,18.886053,RURAL
92328,93362,IGNACIO ZARAGOZA,SAN JOSE EL RINCON,-98.198292,18.88491,RURAL
92329,93363,IGNACIO ZARAGOZA,SAN JOSE EL RINCON,-98.198397,18.884584,RURAL
92330,93364,IGNACIO ZARAGOZA,SAN JOSE EL RINCON,-98.198895,18.884595,RURAL
92331,93365,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.199944,18.884675,RURAL
92332,93366,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.200006,18.884385,RURAL
92333,93367,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.199912,18.885271,RURAL
92334,93368,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.20088,18.885543,RURAL
92335,93369,MORELOS,SAN JOSE EL RINCON,-98.201527,18.886402,RURAL
92336,93370,MORELOS,SAN JOSE EL RINCON,-98.201334,18.886982,RURAL
92337,93371,CAMINO REAL,SAN JOSE EL RINCON,-98.201412,18.882345,RURAL
92338,93372,PROLONGACION AMANTILLA,CITLALTEPETL,-98.251012,19.083071,URBANO
92339,93373,MANTINTLA,CITLALTEPETL,-98.250686,19.083202,URBANO
92340,93374,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250481,19.083347,URBANO
92341,93375,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250256,19.083447,URBANO
92342,93376,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24981,19.083556,URBANO
92343,93377,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.249577,19.083597,URBANO
92344,93378,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.249299,19.083646,URBANO
92345,93379,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248909,19.083678,URBANO
92346,93380,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248709,19.083699,URBANO
92347,93381,PROLONGACION AMANTILLA,CITLALTEPETL,-98.24854,19.083634,URBANO
92348,93382,PROLONGACION AMANTILLA,CITLALTEPETL,-98.248327,19.083661,URBANO
92349,93383,PROLONGACION AMANTILLA,CITLALTEPETL,-98.248092,19.083709,URBANO
92350,93384,SEGUNDA CERRADA TROPICAL,ALBERTO DE LA FUENTE,-98.240896,19.086029,URBANO
92351,93385,DEL DE PASO,ALBERTO DE LA FUENTE,-98.240461,19.085749,URBANO
92352,93386,DEL DE PASO,ALBERTO DE LA FUENTE,-98.240032,19.085476,URBANO
92353,93387,PRIVADA SEGUNDA LOS TRUENOS,ALBERTO DE LA FUENTE,-98.241454,19.085733,URBANO
92354,93388,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.114957,19.080251,RURAL
92355,93389,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.115223,19.080405,RURAL
92356,93390,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.115495,19.08055,RURAL
92357,93391,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.115726,19.08069,RURAL
92358,93392,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.115886,19.080787,RURAL
92359,93393,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.116168,19.080946,RURAL
92360,93394,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.116419,19.081091,RURAL
92361,93395,BENITO JUAREZ,SAN MIGUEL XONACATEPEC,-98.11676,19.081284,RURAL
92362,93396,EL SANTISIMO,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.099733,19.087944,RURAL
92363,93397,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.100041,19.087916,RURAL
92364,93398,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.100345,19.087825,RURAL
92365,93399,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.100528,19.087749,RURAL
92366,93400,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.100698,19.087618,RURAL
92367,93401,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.100904,19.08742,RURAL
92368,93402,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.101124,19.087239,RURAL
92369,93403,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.101352,19.08702,RURAL
92370,93404,CUITLAHUAC,SANTA MARÍA XONACATEPEC (CABECERA MUNICIPAL),-98.101576,19.086838,RURAL
92371,93405,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.148618,19.111793,RURAL
92372,93406,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.148392,19.111564,RURAL
92373,93407,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.148108,19.111296,RURAL
92374,93408,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.147799,19.110995,RURAL
92375,93409,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.147573,19.110783,RURAL
92376,93410,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.147446,19.110637,RURAL
92377,93411,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.147293,19.1105,RURAL
92378,93412,AMPLIACION RIVERA DE APARICIO,AMPLIACION 6 DE JUNIO,-98.147117,19.110322,RURAL
92379,93413,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.146911,19.110133,RURAL
92380,93414,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.1467,19.109926,RURAL
92381,93415,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.146479,19.10971,RURAL
92382,93416,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.146283,19.109517,RURAL
92383,93417,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.146067,19.109305,RURAL
92384,93418,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.145856,19.109126,RURAL
92385,93419,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.145596,19.108895,RURAL
92386,93420,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.145283,19.108589,RURAL
92387,93421,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.145121,19.108429,RURAL
92388,93422,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.144979,19.108292,RURAL
92389,93423,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.144797,19.108123,RURAL
92390,93424,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.144635,19.107977,RURAL
92391,93425,AMPLIACION RIVERA DE APARICIO,6 DE JUNIO,-98.144459,19.107807,RURAL
92392,93426,6 DE JUNIO,6 DE JUNIO,-98.144217,19.107588,RURAL
92393,93427,AMPLIACION RIVERA DE APARICIO,SAN SEBASTIÁN DE APARICIO,-98.143973,19.107365,RURAL
92394,93428,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.094229,19.162955,RURAL
92395,93429,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.094036,19.163225,RURAL
92396,93430,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.09396,19.16336,RURAL
92397,93431,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.093846,19.163506,RURAL
92398,93432,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.093669,19.163769,RURAL
92399,93433,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.093479,19.163953,RURAL
92400,93434,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.093324,19.164114,RURAL
92401,93435,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.09313,19.164207,RURAL
92402,93436,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.092728,19.164426,RURAL
92403,93437,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.092432,19.164554,RURAL
92404,93438,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.092296,19.164755,RURAL
92405,93439,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.092191,19.164983,RURAL
92406,93440,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.092025,19.165215,RURAL
92407,93441,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091795,19.165406,RURAL
92408,93442,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091513,19.165584,RURAL
92409,93443,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091404,19.165811,RURAL
92410,93444,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091264,19.166097,RURAL
92411,93445,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091231,19.1663,RURAL
92412,93446,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091152,19.16654,RURAL
92413,93447,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.091071,19.166853,RURAL
92414,93448,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.090935,19.16709,RURAL
92415,93449,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.090685,19.167326,RURAL
92416,93450,16 DE SEPTIEMBRE,SAN MIGUEL CANOA,-98.090399,19.167568,RURAL
92417,93451,DEL CHARRO,MIRAVALLE,-98.199072,19.10473,URBANO
92418,93452,DEL CHARRO,MIRAVALLE,-98.198761,19.10474,URBANO
92419,93453,DEL CHARRO,MIRAVALLE,-98.198502,19.104756,URBANO
92420,93454,DEL CHARRO,MIRAVALLE,-98.198243,19.104788,URBANO
92421,93455,DEL CHARRO,MIRAVALLE,-98.198014,19.104793,URBANO
92422,93456,DEL CHARRO,MIRAVALLE,-98.197733,19.104811,URBANO
92423,93457,DEL CHARRO,MIRAVALLE,-98.197432,19.104824,URBANO
92424,93458,6 NORTE,LA LIBERTAD (CABECERA MUNICIPAL),-98.232282,19.069782,URBANO
92425,93459,AQUILES SERDAN,LA LIBERTAD (CABECERA MUNICIPAL),-98.232368,19.070399,URBANO
92426,93460,6 NORTE,LA LIBERTAD (CABECERA MUNICIPAL),-98.232434,19.071034,URBANO
92427,93461,DEL PANTEON,SAN JOSE EL RINCON,-98.198879,18.886994,RURAL
92428,93462,CAMINO REAL,SAN JOSE EL RINCON,-98.203345,18.883832,RURAL
92429,93463,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.195914,18.884294,RURAL
92430,93464,EMILIANO ZAPATA,SAN JOSE EL RINCON,-98.196321,18.884448,RURAL
92431,93465,SERDAN,LA LIBERTAD TECOLA,-98.182334,18.883883,RURAL
92432,93466,CAMINO REAL,SANTO TOMÁS CHAUTLA,-98.154903,18.955098,RURAL
92433,93467,CAMINO REAL,SANTO TOMÁS CHAUTLA,-98.154707,18.954896,RURAL
92434,93468,CAMINO REAL,SANTO TOMÁS CHAUTLA,-98.154623,18.955172,RURAL
92435,93469,CAMINO REAL,SANTO TOMÁS CHAUTLA,-98.154614,18.955471,RURAL
92436,93470,OLMOS,SANTA CATARINA,-98.162979,18.9745,RURAL
92437,93471,5 DE MAYO,LA LIBERTAD TECOLA,-98.184004,18.884985,RURAL
92438,93472,5 DE MAYO,LA LIBERTAD TECOLA,-98.183773,18.885717,RURAL
92439,93473,5 DE MAYO,LA LIBERTAD TECOLA,-98.183661,18.886459,RURAL
92440,93474,PRIVADA 48,SAN FELIPE HUEYOTLIPAN (CABECERA MUNICIPAL),-98.209133,19.078828,URBANO
92441,93475,PRIVADA 48,SAN FELIPE HUEYOTLIPAN (CABECERA MUNICIPAL),-98.208959,19.079255,URBANO
92442,93476,AVENIDA PROLONGACION REFORMA,REFORMA,-98.240434,19.067844,URBANO
92443,93477,AVENIDA PROLONGACION REFORMA,REFORMA,-98.240567,19.067916,URBANO
92444,93478,AVENIDA PROLONGACION REFORMA,REFORMA,-98.240746,19.068025,URBANO
92445,93479,AVENIDA PROLONGACION REFORMA,REFORMA,-98.240888,19.068107,URBANO
92446,93480,AVENIDA PROLONGACION REFORMA,REFORMA,-98.24104,19.068198,URBANO
92447,93481,AVENIDA PROLONGACION REFORMA,REFORMA,-98.241182,19.068279,URBANO
92448,93482,AVENIDA PROLONGACION REFORMA,REFORMA,-98.241427,19.068452,URBANO
92449,93483,LA VICTORIA,LAS MERCEDES,-98.251828,18.990209,URBANO
92450,93483,LA VICTORIA,LAS MERCEDES,-98.251828,18.990209,URBANO
92451,93484,A PONIENTE DE LA 16 DE SEPTIEMBRE,LOMA ENCANTADA SUR,-98.231634,18.985373,URBANO
92452,93485,GUADALUPE VICTORIA,SAN JOSÉ CHAPULCO,-98.218038,18.976026,URBANO
92453,93486,PRIVADA NICOLAS BRAVO,SAN FELIPE HUEYOTLIPAN (CABECERA MUNICIPAL),-98.214161,19.083011,URBANO
92454,93487,PRIVADA NICOLAS BRAVO,SAN FELIPE HUEYOTLIPAN (CABECERA MUNICIPAL),-98.214285,19.08269,URBANO
92455,93488,9 PONIENTE,LA PAZ,-98.223298,19.052515,URBANO
92456,93489,18 NORTE,BARRIO DE LA LUZ,-98.186557,19.040174,URBANO
92457,93490,JARDIN,LA LIBERTAD (CABECERA MUNICIPAL),-98.233549,19.068003,URBANO
92458,93491,AVENIDA PROLONGACION REFORMA,REFORMA,-98.241886,19.068649,URBANO
92459,93492,PRIVADA 15 SUR,REFORMA,-98.241752,19.068455,URBANO
92460,93493,2 SUR,HUEXOTITLA,-98.206808,19.026769,URBANO
92461,93494,CALLE SIN NOMBRE,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.25422,19.080124,URBANO
92462,93495,CALLE SIN NOMBRE,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.254315,19.080002,URBANO
92463,93496,JARDIN,LA LIBERTAD (CABECERA MUNICIPAL),-98.233371,19.067991,URBANO
92464,93497,JARDIN,LA LIBERTAD (CABECERA MUNICIPAL),-98.233441,19.067985,URBANO
92465,93498,JARDIN,LA LIBERTAD (CABECERA MUNICIPAL),-98.233673,19.068021,URBANO
92466,93499,JARDIN,LA LIBERTAD (CABECERA MUNICIPAL),-98.233823,19.068029,URBANO
92467,93500,NICOLAS BRAVO,SAN FELIPE HUEYOTLIPAN (CABECERA MUNICIPAL),-98.213378,19.08206,URBANO
92468,93501,16 DE SEPTIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.124102,19.100693,RURAL
92469,93502,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.123812,19.101024,RURAL
92470,93503,20 DE NOVIEMBRE,LA RESURRECCIÓN (CABECERA MUNICIPAL),-98.123915,19.101505,RURAL
