N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
46774,46073,MATAMOROS,SAN VICENTE FERRER,-98.225463,19.016588,URBANO
46775,46074,PROGRESO,EL PROGRESO MAYORAZGO,-98.225713,19.016771,URBANO
46776,46075,PROGRESO,EL PROGRESO MAYORAZGO,-98.226223,19.017068,URBANO
46777,46076,PROGRESO,EL PROGRESO MAYORAZGO,-98.226653,19.017319,URBANO
46778,46077,ATLIXCO,EL PROGRESO MAYORAZGO,-98.226681,19.017023,URBANO
46779,46078,ATLIXCO,EL PROGRESO MAYORAZGO,-98.226612,19.016598,URBANO
46780,46079,SEGUNDA PROGRESO,EL PROGRESO MAYORAZGO,-98.226459,19.016712,URBANO
46781,46080,SEGUNDA PROGRESO,EL PROGRESO MAYORAZGO,-98.22616,19.016534,URBANO
46782,46081,SEGUNDA PROGRESO,EL PROGRESO MAYORAZGO,-98.225894,19.016362,URBANO
46783,46082,MATAMOROS,EL PROGRESO MAYORAZGO,-98.225687,19.016408,URBANO
46784,46083,MATAMOROS,SAN VICENTE FERRER,-98.225726,19.016175,URBANO
46785,46084,MATAMOROS,SAN VICENTE FERRER,-98.225885,19.015937,URBANO
46786,46085,SEGUNDA PROGRESO,SAN VICENTE FERRER,-98.225481,19.016293,URBANO
46787,46086,SEGUNDA PROGRESO,SAN VICENTE FERRER,-98.225171,19.01611,URBANO
46788,46088,IGNACIO ALLENDE,SAN VICENTE FERRER,-98.22475,19.016435,URBANO
46789,46089,IGNACIO ALLENDE,SAN VICENTE FERRER,-98.224619,19.016621,URBANO
46790,46090,IGNACIO ALLENDE,SAN VICENTE FERRER,-98.224437,19.016952,URBANO
46791,46091,59 B PONIENTE,SAN VICENTE FERRER,-98.22397,19.017595,URBANO
46792,46092,59 B PONIENTE,SAN VICENTE FERRER,-98.223636,19.017409,URBANO
46793,46093,SEGUNDA DE JUAREZ,LAS HUERTAS UNIDAS,-98.223449,19.017085,URBANO
46794,46094,SEGUNDA DE JUAREZ,LAS HUERTAS UNIDAS,-98.223736,19.016712,URBANO
46795,46095,SEGUNDA DE JUAREZ,LEOBARDO COCA,-98.223901,19.016484,URBANO
46796,46096,SEGUNDA DE JUAREZ,LEOBARDO COCA,-98.224111,19.016218,URBANO
46797,46097,SEGUNDA DE JUAREZ,LEOBARDO COCA,-98.224379,19.015884,URBANO
46798,46098,OAXACA,LEOBARDO COCA,-98.223657,19.016423,URBANO
46799,46099,SEGUNDA JUAREZ,EL PATRIMONIO,-98.223478,19.016112,URBANO
46800,46100,OAXACA,EL PATRIMONIO,-98.223102,19.016197,URBANO
46801,46101,SEGUNDA JUAREZ,LAS HUERTAS UNIDAS,-98.223101,19.016614,URBANO
46802,46102,59 B PONIENTE,EL GIRASOL,-98.222913,19.017007,URBANO
46803,46103,59 B PONIENTE,EL GIRASOL,-98.223272,19.017201,URBANO
46804,46104,59 B PONIENTE,EL GIRASOL,-98.222595,19.016834,URBANO
46805,46105,59 B PONIENTE,EL GIRASOL,-98.222227,19.016637,URBANO
46806,46106,59 B PONIENTE,EL GIRASOL,-98.222076,19.016548,URBANO
46807,46107,59 B PONIENTE,EL GIRASOL,-98.221778,19.016385,URBANO
46808,46108,59 B PONIENTE,EL GIRASOL,-98.221539,19.016259,URBANO
46809,46109,59 B PONIENTE,VILLA ENCANTADA,-98.221325,19.016142,URBANO
46810,46110,59 B PONIENTE,VILLA ENCANTADA,-98.221036,19.015969,URBANO
46811,46111,7 SUR,VILLA ENCANTADA,-98.221105,19.016165,URBANO
46812,46112,7 SUR,VILLA ENCANTADA,-98.22087,19.016534,URBANO
46813,46113,CERRADA 59-A PONIENTE,VILLA ENCANTADA,-98.221066,19.016772,URBANO
46814,46114,7 SUR,VILLA ENCANTADA,-98.220635,19.016899,URBANO
46815,46115,PRIVADA 59-A PONIENTE,VILLA ENCANTADA,-98.220375,19.016988,URBANO
46816,46116,PRIVADA 59-A PONIENTE,VILLA ENCANTADA,-98.220673,19.017159,URBANO
46817,46117,7 A SUR,VILLA ENCANTADA,-98.221065,19.017394,URBANO
46818,46118,JARDIN GIRASOL,EL GIRASOL,-98.221237,19.017485,URBANO
46819,46119,JARDIN GIRASOL,EL GIRASOL,-98.221227,19.017562,URBANO
46820,46120,JARDIN GIRASOL,EL GIRASOL,-98.221225,19.017646,URBANO
46821,46121,JARDIN GIRASOL,EL GIRASOL,-98.221215,19.01773,URBANO
46822,46122,JARDIN GIRASOL,EL GIRASOL,-98.221219,19.01796,URBANO
46823,46123,JARDIN GIRASOL,EL GIRASOL,-98.221128,19.017943,URBANO
46824,46124,VILLA FLORENCIA,EL GIRASOL,-98.221374,19.017731,URBANO
46825,46125,VILLA FLORENCIA,EL GIRASOL,-98.221336,19.018023,URBANO
46826,46126,VILLA  LORENA,EL GIRASOL,-98.221403,19.018245,URBANO
46827,46127,VILLA  LORENA,EL GIRASOL,-98.221665,19.018371,URBANO
46828,46128,VILLA  LORENA,EL GIRASOL,-98.221949,19.018516,URBANO
46829,46129,VILLA  LORENA,EL GIRASOL,-98.2222,19.018636,URBANO
46830,46130,VILLA  LORENA,EL GIRASOL,-98.222275,19.018582,URBANO
46831,46131,VILLA  LORENA,EL GIRASOL,-98.222437,19.018736,URBANO
46832,46132,VILLA ALEJANDRA,EL GIRASOL,-98.222513,19.018499,URBANO
46833,46133,VILLA PAOLA,EL GIRASOL,-98.222573,19.018205,URBANO
46834,46134,VILLA PAOLA,EL GIRASOL,-98.222234,19.018016,URBANO
46835,46135,VILLA PAOLA,EL GIRASOL,-98.221869,19.017819,URBANO
46836,46136,VILLA PAOLA,EL GIRASOL,-98.221521,19.017624,URBANO
46837,46137,VILLA ALEJANDRA,EL GIRASOL,-98.22272,19.01822,URBANO
46838,46138,VILLA ALEJANDRA,EL GIRASOL,-98.22285,19.018017,URBANO
46839,46139,VILLA FLORENCIA,EL GIRASOL,-98.221409,19.017483,URBANO
46840,46140,VILLA FLORENCIA,EL GIRASOL,-98.221448,19.017249,URBANO
46841,46141,VILLA SILVIA,EL GIRASOL,-98.221535,19.017083,URBANO
46842,46142,VILLA SILVIA,EL GIRASOL,-98.221829,19.017244,URBANO
46843,46143,VILLA SILVIA,EL GIRASOL,-98.222172,19.017422,URBANO
46844,46144,VILLA SILVIA,EL GIRASOL,-98.222539,19.017628,URBANO
46845,46145,VILLA SILVIA,EL GIRASOL,-98.222894,19.017819,URBANO
46846,46146,VILLA ALEJANDRA,EL GIRASOL,-98.22303,19.017718,URBANO
46847,46147,VILLA ALEJANDRA,EL GIRASOL,-98.223078,19.017542,URBANO
46848,46148,VILLA MAGNOLIA,EL GIRASOL,-98.223005,19.017339,URBANO
46849,46149,VILLA MAGNOLIA,EL GIRASOL,-98.222727,19.017187,URBANO
46850,46150,VILLA MAGNOLIA,EL GIRASOL,-98.222445,19.017029,URBANO
46851,46151,VILLA MAGNOLIA,EL GIRASOL,-98.222152,19.016873,URBANO
46852,46152,VILLA MAGNOLIA,EL GIRASOL,-98.221887,19.016723,URBANO
46853,46153,VILLA MAGNOLIA,EL GIRASOL,-98.221642,19.016585,URBANO
46854,46154,VILLA FLORENCIA,EL GIRASOL,-98.221523,19.016748,URBANO
46855,46155,VILLA FLORENCIA,EL GIRASOL,-98.221493,19.016999,URBANO
46856,46156,JARDIN GIRASOL,EL GIRASOL,-98.221382,19.016495,URBANO
46857,46157,JARDIN GIRASOL,EL GIRASOL,-98.221358,19.016678,URBANO
46858,46158,JARDIN GIRASOL,EL GIRASOL,-98.221339,19.016861,URBANO
46859,46159,JARDIN GIRASOL,EL GIRASOL,-98.221323,19.017027,URBANO
46860,46160,7 A SUR,VILLA ENCANTADA,-98.220839,19.017378,URBANO
46861,46161,7 A SUR,VILLA ENCANTADA,-98.220682,19.017654,URBANO
46862,46162,CERRADA 59 PONIENTE,VILLA ENCANTADA,-98.220751,19.017846,URBANO
46863,46163,CERRADA 59 PONIENTE,VILLA ENCANTADA,-98.220983,19.017979,URBANO
46864,46164,7 A SUR,VILLA ENCANTADA,-98.220533,19.017914,URBANO
46865,46165,7 A SUR,VILLA ENCANTADA,-98.220383,19.018176,URBANO
46866,46166,59 PONIENTE,VILLA ENCANTADA,-98.220163,19.018192,URBANO
46867,46167,59 PONIENTE,VILLA ENCANTADA,-98.219784,19.017967,URBANO
46868,46168,7 SUR,VILLA ENCANTADA,-98.219965,19.017968,URBANO
46869,46169,7 SUR,VILLA ENCANTADA,-98.220134,19.017697,URBANO
46870,46170,7 SUR,VILLA ENCANTADA,-98.220314,19.017375,URBANO
46871,46171,7 SUR,VILLA ENCANTADA,-98.220487,19.017135,URBANO
46872,46172,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.21963,19.017682,URBANO
46873,46172,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.21963,19.017682,URBANO
46874,46173,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219797,19.017409,URBANO
46875,46173,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219797,19.017409,URBANO
46876,46174,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219944,19.017159,URBANO
46877,46174,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.219944,19.017159,URBANO
46878,46175,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220139,19.016862,URBANO
46879,46175,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220139,19.016862,URBANO
46880,46176,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220209,19.016669,URBANO
46881,46176,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220209,19.016669,URBANO
46882,46177,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220416,19.016349,URBANO
46883,46177,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.220416,19.016349,URBANO
46884,46178,59 B PONIENTE,VILLA ENCANTADA,-98.22051,19.015672,URBANO
46885,46179,PATRIMONIO,VILLA ENCANTADA,-98.220191,19.015668,URBANO
46886,46180,PATRIMONIO,VILLA ENCANTADA,-98.219963,19.016033,URBANO
46887,46181,PATRIMONIO,VILLA ENCANTADA,-98.219753,19.016359,URBANO
46888,46182,PRIVADA 59-A PONIENTE,VILLA ENCANTADA,-98.219768,19.016659,URBANO
46889,46183,PRIVADA 59-A PONIENTE,VILLA ENCANTADA,-98.219941,19.016763,URBANO
46890,46184,PATRIMONIO,VILLA ENCANTADA,-98.219569,19.016653,URBANO
46891,46185,PATRIMONIO,VILLA ENCANTADA,-98.219393,19.01693,URBANO
46892,46186,PATRIMONIO,VILLA ENCANTADA,-98.21922,19.017201,URBANO
46893,46187,PATRIMONIO,VILLA ENCANTADA,-98.219063,19.017447,URBANO
46894,46188,59 PONIENTE,VILLA ENCANTADA,-98.219268,19.017664,URBANO
46895,46189,59 PONIENTE,VILLA ENCANTADA,-98.218873,19.017451,URBANO
46896,46190,59 PONIENTE,VILLA ENCANTADA,-98.218937,19.01771,URBANO
46897,46190,59 PONIENTE,VILLA ENCANTADA,-98.218937,19.01771,URBANO
46898,46190,59 PONIENTE,VILLA ENCANTADA,-98.218937,19.01771,URBANO
46899,46190,59 PONIENTE,VILLA ENCANTADA,-98.218937,19.01771,URBANO
46900,46191,5 SUR,VILLA ENCANTADA,-98.218749,19.017252,URBANO
46901,46192,5 SUR,VILLA ENCANTADA,-98.218881,19.01704,URBANO
46902,46193,5 SUR,VILLA ENCANTADA,-98.219027,19.01681,URBANO
46903,46194,5 SUR,VILLA ENCANTADA,-98.219241,19.016471,URBANO
46904,46195,PRIVADA 59-A PONIENTE,VILLA ENCANTADA,-98.219474,19.016492,URBANO
46905,46196,5 SUR,VILLA ENCANTADA,-98.219403,19.016212,URBANO
46906,46197,5 SUR,VILLA ENCANTADA,-98.219659,19.015799,URBANO
46907,46198,5 SUR,VILLA ENCANTADA,-98.219877,19.01545,URBANO
46908,46199,59 B PONIENTE,VILLA ENCANTADA,-98.220104,19.01544,URBANO
46909,46200,5 SUR,LAS HUERTAS UNIDAS,-98.220173,19.01509,URBANO
46910,46201,OAXACA,EL PATRIMONIO,-98.22032,19.015015,URBANO
46911,46202,OAXACA,EL PATRIMONIO,-98.22083,19.015245,URBANO
46912,46203,OAXACA,EL PATRIMONIO,-98.221476,19.015514,URBANO
46913,46204,OAXACA,EL PATRIMONIO,-98.222018,19.015732,URBANO
46914,46205,OAXACA,EL PATRIMONIO,-98.222546,19.015871,URBANO
46915,46206,OAXACA,EL PATRIMONIO,-98.220009,19.014899,URBANO
46916,46207,OAXACA,EL PATRIMONIO,-98.219553,19.014714,URBANO
46917,46208,OAXACA,EL PATRIMONIO,-98.219081,19.014523,URBANO
46918,46210,DEL BOSQUE,EL CERRITO,-98.218455,19.014069,URBANO
46919,46211,DEL BOSQUE,EL CERRITO,-98.218574,19.01382,URBANO
46920,46212,OAXACA,EL CERRITO,-98.218509,19.014381,URBANO
46921,46213,OAXACA,EL CERRITO,-98.217729,19.01407,URBANO
46922,46214,OAXACA,EL CERRITO,-98.217365,19.013909,URBANO
46923,46215,OAXACA,EL CERRITO,-98.21707,19.013791,URBANO
46924,46216,OAXACA,EL CERRITO,-98.216715,19.013653,URBANO
46925,46217,3 A SUR,EL CERRITO,-98.218798,19.01458,URBANO
46926,46218,3 A SUR,EL CERRITO,-98.218684,19.014797,URBANO
46927,46219,3 A SUR,EL CERRITO,-98.218567,19.015022,URBANO
46928,46220,CEDROS,EL CERRITO,-98.218698,19.01518,URBANO
46929,46221,CEDROS,EL CERRITO,-98.218971,19.015349,URBANO
46930,46222,CEDROS,EL CERRITO,-98.219302,19.01554,URBANO
46931,46223,CEDROS,EL CERRITO,-98.219571,19.015704,URBANO
46932,46224,CEDROS,EL CERRITO,-98.217886,19.014821,URBANO
46933,46225,VERACRUZ,EL CERRITO,-98.217487,19.014691,URBANO
46934,46226,VERACRUZ,EL CERRITO,-98.217703,19.014562,URBANO
46935,46227,VERACRUZ,EL CERRITO,-98.217803,19.014376,URBANO
46936,46228,VERACRUZ,EL CERRITO,-98.217901,19.014184,URBANO
46937,46229,GUERRERO,EL CERRITO,-98.217452,19.014434,URBANO
46938,46230,GUERRERO,EL CERRITO,-98.217041,19.014245,URBANO
46939,46231,GUERRERO,EL CERRITO,-98.2168,19.014139,URBANO
46940,46232,PUEBLA,EL CERRITO,-98.216747,19.013827,URBANO
46941,46233,GUERRERO,EL CERRITO,-98.216419,19.013855,URBANO
46942,46234,GUERRERO,EL CERRITO,-98.216141,19.01374,URBANO
46943,46235,16 DE SEPTIEMBRE,EL CERRITO,-98.216181,19.013938,URBANO
46944,46236,16 DE SEPTIEMBRE,EL CERRITO,-98.216023,19.014232,URBANO
46945,46237,16 DE SEPTIEMBRE,EL CERRITO,-98.215875,19.014518,URBANO
46946,46238,TLAXCALA,EL CERRITO,-98.215687,19.014588,URBANO
46947,46239,TLAXCALA,EL CERRITO,-98.21603,19.014751,URBANO
46948,46240,TLAXCALA,EL CERRITO,-98.216186,19.014834,URBANO
46949,46241,PUEBLA,EL CERRITO,-98.2163,19.014653,URBANO
46950,46243,PUEBLA,EL CERRITO,-98.216594,19.014099,URBANO
46951,46244,TLAXCALA,EL CERRITO,-98.216425,19.01497,URBANO
46952,46245,TLAXCALA,EL CERRITO,-98.216958,19.015224,URBANO
46953,46246,VERACRUZ,EL CERRITO,-98.217356,19.015206,URBANO
46954,46247,CERRADA 3 SUR,EL CERRITO,-98.217215,19.015496,URBANO
46955,46248,VERACRUZ,EL CERRITO,-98.216993,19.015872,URBANO
46956,46249,TAMAULIPAS,EL CERRITO,-98.216571,19.01616,URBANO
46957,46250,TAMAULIPAS,EL CERRITO,-98.216087,19.015848,URBANO
46958,46251,TAMAULIPAS,EL CERRITO,-98.215758,19.015533,URBANO
46959,46252,TAMAULIPAS,EL CERRITO,-98.215413,19.015296,URBANO
46960,46253,PUEBLA,EL CERRITO,-98.216075,19.015195,URBANO
46961,46254,SEGUNDA PRIVADA TAMAULIPAS,EL CERRITO,-98.216169,19.015397,URBANO
46962,46255,SEGUNDA PRIVADA TAMAULIPAS,EL CERRITO,-98.21674,19.015682,URBANO
46963,46256,TAMAULIPAS,EL CERRITO,-98.217041,19.016671,URBANO
46964,46257,TAMAULIPAS,EL CERRITO,-98.216904,19.016903,URBANO
46965,46258,TAMAULIPAS,EL CERRITO,-98.216772,19.017128,URBANO
46966,46259,TAMAULIPAS,EL CERRITO,-98.216644,19.017347,URBANO
46967,46260,TAMAULIPAS,EL CERRITO,-98.217355,19.016788,URBANO
46968,46261,3 A SUR,EL CERRITO,-98.217846,19.016493,URBANO
46969,46263,3 A SUR,EL CERRITO,-98.218202,19.015871,URBANO
46970,46264,3 A SUR,EL CERRITO,-98.218399,19.015329,URBANO
46971,46265,TLAXCALA,EL CERRITO,-98.21816,19.016133,URBANO
46972,46266,TLAXCALA,EL CERRITO,-98.218557,19.01638,URBANO
46973,46267,TLAXCALA,EL CERRITO,-98.218936,19.016623,URBANO
46974,46268,TAMAULIPAS,EL CERRITO,-98.218104,19.017263,URBANO
46975,46269,3 A SUR,EL CERRITO,-98.217465,19.016997,URBANO
46976,46270,3 A SUR,EL CERRITO,-98.217232,19.017399,URBANO
46977,46271,3 A SUR,EL CERRITO,-98.217029,19.017753,URBANO
46978,46272,59 PONIENTE,EL CERRITO,-98.217207,19.01793,URBANO
46979,46273,59 PONIENTE,EL CERRITO,-98.21749,19.017856,URBANO
46980,46274,59 PONIENTE,EL CERRITO,-98.216896,19.0178,URBANO
46981,46275,59 PONIENTE,EL CERRITO,-98.216633,19.017769,URBANO
46982,46276,59 PONIENTE,EL CERRITO,-98.216362,19.017733,URBANO
46983,46277,59 PONIENTE,EL CERRITO,-98.216079,19.017702,URBANO
46984,46278,VERACRUZ,EL CERRITO,-98.215819,19.017666,URBANO
46985,46279,VERACRUZ,EL CERRITO,-98.216063,19.017256,URBANO
46986,46280,VERACRUZ,EL CERRITO,-98.216504,19.016496,URBANO
46987,46281,PUEBLA,EL CERRITO,-98.215725,19.015767,URBANO
46988,46282,PUEBLA,EL CERRITO,-98.215404,19.016354,URBANO
46989,46283,YUCATAN,EL CERRITO,-98.21518,19.01645,URBANO
46990,46284,YUCATAN,EL CERRITO,-98.215462,19.01672,URBANO
46991,46285,YUCATAN,EL CERRITO,-98.215788,19.016866,URBANO
46992,46286,YUCATAN,EL CERRITO,-98.216127,19.017052,URBANO
46993,46287,PUEBLA,EL CERRITO,-98.215228,19.016726,URBANO
46994,46288,PUEBLA,EL CERRITO,-98.215006,19.017083,URBANO
46995,46290,59 PONIENTE,EL CERRITO,-98.214967,19.017602,URBANO
46996,46291,59 PONIENTE,EL CERRITO,-98.215271,19.01775,URBANO
46997,46292,59 PONIENTE,EL CERRITO,-98.215567,19.0179,URBANO
46998,46293,3 A SUR,EL CERRITO,-98.216888,19.017968,URBANO
46999,46294,3 A SUR,EL CERRITO,-98.216687,19.018311,URBANO
47000,46295,3 A SUR,EL CERRITO,-98.216509,19.018616,URBANO
47001,46296,PRIVADA 57-A SUR,EL CERRITO,-98.216804,19.018804,URBANO
47002,46297,PRIVADA 57-A SUR,EL CERRITO,-98.217487,19.018859,URBANO
47003,46298,NUEVO LEON,EL CERRITO,-98.217286,19.019172,URBANO
47004,46299,NUEVO LEON,EL CERRITO,-98.216572,19.019118,URBANO
47005,46300,NUEVO LEON,EL CERRITO,-98.215437,19.018954,URBANO
47006,46300,NUEVO LEON,EL CERRITO,-98.215437,19.018954,URBANO
47007,46301,NUEVO LEON,EL CERRITO,-98.21503,19.018862,URBANO
47008,46302,NUEVO LEON,EL CERRITO,-98.214845,19.018671,URBANO
47009,46303,NUEVO LEON,EL CERRITO,-98.214525,19.018489,URBANO
47010,46304,PUEBLA,EL CERRITO,-98.214161,19.018705,URBANO
47011,46305,PUEBLA,EL CERRITO,-98.214418,19.018254,URBANO
47012,46306,PUEBLA,EL CERRITO,-98.214729,19.017654,URBANO
47013,46307,VIOLETAS,BUGAMBILIAS,-98.213854,19.016946,URBANO
47014,46308,VIOLETAS,BUGAMBILIAS,-98.213568,19.016823,URBANO
47015,46309,VIOLETAS,BUGAMBILIAS,-98.213302,19.016699,URBANO
47016,46310,VIOLETAS,BUGAMBILIAS,-98.213047,19.016558,URBANO
47017,46311,VIOLETAS,BUGAMBILIAS,-98.212771,19.016444,URBANO
47018,46312,ROBLE,EL CERRITO,-98.213394,19.018789,URBANO
47019,46313,ROBLE,EL CERRITO,-98.213682,19.01884,URBANO
47020,46314,ROBLE,EL CERRITO,-98.213931,19.018921,URBANO
47021,46315,PUEBLA,EL CERRITO,-98.213952,19.019242,URBANO
47022,46316,PUEBLA,EL CERRITO,-98.213753,19.019603,URBANO
47023,46317,PUEBLA,EL CERRITO,-98.21358,19.019923,URBANO
47024,46318,PUEBLA,EL CERRITO,-98.21339,19.020245,URBANO
47025,46319,PRIVADA 57 PONIENTE,EL CERRITO,-98.213278,19.02007,URBANO
47026,46320,PRIVADA 57 PONIENTE,EL CERRITO,-98.213007,19.019942,URBANO
47027,46321,PRIVADA 57 PONIENTE,EL CERRITO,-98.212764,19.019822,URBANO
47028,46322,PUEBLA,EL CERRITO,-98.213258,19.020515,URBANO
47029,46323,PUEBLA,EL CERRITO,-98.213043,19.020618,URBANO
47030,46324,PUEBLA,EL CERRITO,-98.21308,19.020833,URBANO
47031,46328,57 PONIENTE,EL CERRITO,-98.212537,19.020885,URBANO
47032,46330,57 PONIENTE,EL CERRITO,-98.212813,19.020931,URBANO
47033,46332,57 PONIENTE,EL CERRITO,-98.213082,19.020979,URBANO
47034,46333,57 PONIENTE,EL CERRITO,-98.213434,19.021041,URBANO
47035,46335,57 PONIENTE,EL CERRITO,-98.213697,19.021087,URBANO
47036,46336,57 PONIENTE,EL CERRITO,-98.213993,19.021151,URBANO
47037,46337,57 PONIENTE,EL CERRITO,-98.214262,19.021206,URBANO
47038,46339,57 PONIENTE,EL CERRITO,-98.21459,19.021274,URBANO
47039,46341,57 PONIENTE,EL CERRITO,-98.214947,19.021347,URBANO
47040,46343,57 PONIENTE,EL CERRITO,-98.215238,19.021402,URBANO
47041,46344,57 PONIENTE,EL CERRITO,-98.215566,19.021474,URBANO
47042,46345,57 PONIENTE,EL CERRITO,-98.215862,19.021536,URBANO
47043,46347,3 SUR,EL CERRITO,-98.213979,19.020962,URBANO
47044,46348,3 SUR,EL CERRITO,-98.214139,19.020657,URBANO
47045,46349,3 SUR,EL CERRITO,-98.214349,19.020266,URBANO
47046,46350,3 PONIENTE,EL CERRITO,-98.214738,19.020302,URBANO
47047,46351,3 PONIENTE,EL CERRITO,-98.215339,19.020485,URBANO
47048,46352,3 SUR,EL CERRITO,-98.214541,19.019901,URBANO
47049,46353,3 SUR,EL CERRITO,-98.214773,19.019472,URBANO
47050,46354,ROBLE,EL CERRITO,-98.214696,19.019308,URBANO
47051,46355,ROBLE,EL CERRITO,-98.214174,19.019172,URBANO
47052,46356,3 SUR,EL CERRITO,-98.215006,19.019055,URBANO
47053,46357,ROBLE,EL CERRITO,-98.215185,19.01943,URBANO
47054,46358,DEL ROBLE,EL CERRITO,-98.215434,19.019539,URBANO
47055,46359,DEL ROBLE,EL CERRITO,-98.215274,19.019861,URBANO
47056,46360,ROBLE,EL CERRITO,-98.215814,19.019597,URBANO
47057,46361,3 A SUR,EL CERRITO,-98.216208,19.019374,URBANO
47058,46362,ROBLE,EL CERRITO,-98.216207,19.019697,URBANO
47059,46363,ROBLE,EL CERRITO,-98.216894,19.019885,URBANO
47060,46364,3 A SUR,EL CERRITO,-98.215948,19.019829,URBANO
47061,46365,3 A SUR,EL CERRITO,-98.215697,19.020315,URBANO
47062,46366,3 PONIENTE,EL CERRITO,-98.215724,19.020588,URBANO
47063,46367,3 PONIENTE,EL CERRITO,-98.216312,19.020743,URBANO
47064,46368,3 A SUR,EL CERRITO,-98.21547,19.020667,URBANO
47065,46369,3 A SUR,EL CERRITO,-98.215257,19.021027,URBANO
47066,46370,5 SUR,VILLA ENCANTADA,-98.216159,19.02141,URBANO
47067,46371,5 SUR,VILLA ENCANTADA,-98.216346,19.021114,URBANO
47068,46372,5 SUR,VILLA ENCANTADA,-98.21654,19.020811,URBANO
47069,46373,5 SUR,VILLA ENCANTADA,-98.216693,19.020573,URBANO
47070,46374,5 SUR,VILLA ENCANTADA,-98.216839,19.020335,URBANO
47071,46375,5 SUR,VILLA ENCANTADA,-98.217039,19.020019,URBANO
47072,46376,57 PONIENTE,VILLA ENCANTADA,-98.217304,19.019941,URBANO
47073,46377,5 SUR,VILLA ENCANTADA,-98.217231,19.019719,URBANO
47074,46378,5 SUR,VILLA ENCANTADA,-98.217399,19.019457,URBANO
47075,46379,5 SUR,VILLA ENCANTADA,-98.217586,19.019146,URBANO
47076,46380,5 SUR,VILLA ENCANTADA,-98.21783,19.018822,URBANO
47077,46381,CRISTOBAL COLON,VILLA ENCANTADA,-98.218015,19.018855,URBANO
47078,46382,5 SUR,VILLA ENCANTADA,-98.217862,19.018669,URBANO
47079,46383,5 SUR,VILLA ENCANTADA,-98.21804,19.018379,URBANO
47080,46384,5 SUR,VILLA ENCANTADA,-98.218238,19.018075,URBANO
47081,46385,5 SUR,VILLA ENCANTADA,-98.218446,19.017753,URBANO
47082,46386,59 PONIENTE,VILLA ENCANTADA,-98.218649,19.017805,URBANO
47083,46387,59 PONIENTE,VILLA ENCANTADA,-98.219035,19.018026,URBANO
47084,46388,5 A SUR,VILLA ENCANTADA,-98.218746,19.01796,URBANO
47085,46389,5 A SUR,VILLA ENCANTADA,-98.218563,19.018259,URBANO
47086,46390,5 A SUR,VILLA ENCANTADA,-98.218376,19.018559,URBANO
47087,46391,5 A SUR,VILLA ENCANTADA,-98.218196,19.018866,URBANO
47088,46392,CRISTOBAL COLON,VILLA ENCANTADA,-98.218406,19.019039,URBANO
47089,46393,5 A SUR,VILLA ENCANTADA,-98.218057,19.019066,URBANO
47090,46394,5 A SUR,VILLA ENCANTADA,-98.217875,19.019366,URBANO
47091,46395,5 A SUR,VILLA ENCANTADA,-98.217692,19.019675,URBANO
47092,46396,5 A SUR,VILLA ENCANTADA,-98.217526,19.019957,URBANO
47093,46397,57 PONIENTE,VILLA ENCANTADA,-98.217744,19.020162,URBANO
47094,46398,5 A SUR,VILLA ENCANTADA,-98.217362,19.020193,URBANO
47095,46399,5 A SUR,VILLA ENCANTADA,-98.217109,19.020575,URBANO
47096,46400,5 A SUR,VILLA ENCANTADA,-98.216863,19.020959,URBANO
47097,46401,5 A SUR,VILLA ENCANTADA,-98.216651,19.021292,URBANO
47098,46402,5 SUR,LA TEJA,-98.214972,19.023559,URBANO
47099,46402,5 SUR,LA TEJA,-98.214972,19.023559,URBANO
47100,46403,5 SUR,LA TEJA,-98.215154,19.023216,URBANO
47101,46403,5 SUR,LA TEJA,-98.215154,19.023216,URBANO
47102,46404,5 SUR,LA TEJA,-98.215336,19.022905,URBANO
47103,46404,5 SUR,LA TEJA,-98.215336,19.022905,URBANO
47104,46405,5 SUR,LA TEJA,-98.215558,19.022513,URBANO
47105,46405,5 SUR,LA TEJA,-98.215558,19.022513,URBANO
47106,46406,5 SUR,LA TEJA,-98.215846,19.022191,URBANO
47107,46407,5 SUR,VILLA ENCANTADA,-98.216024,19.021808,URBANO
47108,46410,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.216576,19.021469,URBANO
47109,46410,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.216576,19.021469,URBANO
47110,46411,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.21674,19.02151,URBANO
47111,46412,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.216873,19.021389,URBANO
47112,46412,DIAGONAL 5 B SUR,VILLA ENCANTADA,-98.216873,19.021389,URBANO
